0,143.6
3.5,143.6
5.4,143.6
9.26,143.6
11.65,143.2
14.06,143
19.62,142.8
22.36,142.8
27.61,142.6
30.12,142.4
38.27,142.4
43.42,142.4
48.51,142.6
54.58,143
60.19,143
60.19,142.8
68.67,142.8
85.51,142.8
91.84,142.6
112.27,142.8
121.87,142.6
133.01,143
141.32,143.4
141.32,143.4
149.42,143
153.65,143
161.83,143
184.34,143
200.38,142.6
208.4,142.8
224.79,142.8
229.7,143
240.88,143
250.62,143
253,143
270.3,143.2
290.68,143.2
304.45,143.2
318.23,143
336.86,143
351.87,142.8
355.36,142.8
366.38,142.8
380.22,142.8
387.29,143
409.2,142.6
412.53,142.4
418.87,142.8
435.33,143
453.68,143.2
456.77,143.4
470.46,143.6
476.31,143.6
482.99,143.8
493.91,144.2
511.76,144.6
514.12,144.8
527.43,145.2
540.71,145.6
547.84,146.2
560.58,146.6
573.25,146.6
593.84,146.6
600.99,146.6
610.72,146.6
613.35,146.6
615.45,146.8
617.42,146.8
620.46,147
629.21,147.2
639.69,147.8
658.78,148.8
661.24,148.8
677.32,148.6
679.44,148.6
685.61,148.8
694.37,149.4
703,149.8
706.01,149.8
728.28,150.6
730.88,151
739.84,151.6
746,152
765.9,153
774.41,153.6
788.53,154.2
805.83,154.8
811.67,155.4
825.96,156.2
839.67,156.4
848.05,156.8
869.42,157.4
884.45,157.4
891.53,157.4
897.08,157.6
911.2,157.8
920.65,158
929.34,158
931.59,158.2
937.5,158.4
940.37,158.4
952.16,158.6
955.07,158.6
967.87,158.8
976.98,158.6
995.03,159.2
1015.45,159.2
1018.28,159.2
1038.62,159.4
1042.01,159.4
1064.14,159.2
1069.55,159.2
1087.18,159.4
1105.56,159.2
1117.49,159.4
1132.08,159.6
1132.08,159.8
1143.52,159.8
1151.68,159.8
1154.63,159.8
1175.97,160
1183.94,160.2
1192.6,160.2
1211.02,160.4
1233.28,160.4
1239.44,160.4
1261.86,160.4
1264.73,160.6
1286.19,160.4
1288.94,160.4
1292.11,160.4
1297.93,160.4
1306.96,160.6
1306.96,160.6
1316.13,160.6
1337.77,160.6
1345.91,160.8
1361.68,161
1364.48,161.2
1370.85,161.2
1392.14,162
1397.58,162.4
1417.07,163.2
1420,163.2
1440.05,163.8
1446.08,164.4
1451.7,164.4
1469.15,165.2
1471.89,165.4
1492.23,166
1495.29,166
1503.69,166.4
1521.49,166.4
1541.65,167.2
1550.65,167.2
1559.42,167.4
1564.76,167.6
1572.82,167.8
1577.82,167.8
1584.68,168.2
1598.31,168.4
1601.36,168.4
1621.49,169
1636.37,169.4
1657.59,170.4
1661.28,170.4
1664.32,170.6
1680.54,171.2
1685.39,171.6
1703.03,172.2
1711.53,172.6
1717.55,172.8
1735.26,173.6
1746.17,173.8
1764,174.4
1771.99,174.8
1789.2,175.2
1807.47,175.8
1812.86,175.8
1834.82,176.2
1843.68,176.2
1865.01,176.6
1868.26,176.8
1888.8,177.2
1892.57,177.2
1915.33,177.6
1923.16,177.8
1923.16,177.8
1931.53,178.2
1948.33,178.6
1970.57,179
1981.96,179
2001.21,179.2
2018.62,179.4
2035.92,179.6
2056.59,179.6
2059.44,179.6
2069.72,180
2082.53,181
2082.53,181.2
2095.45,182.4
2098.96,182.6
2110.99,183.2
2114.53,183.6
2124.15,184.2
2129.8,184.6
2146.99,185.4
2150.3,185.6
2161.47,186.8
2170.18,187.4
2179.97,188
2194.7,188.6
2205.23,189
2207.94,189
2218.46,189
2226.73,189.4
2232.19,189.6
2246.57,190
2255.09,190.2
2257.86,190.4
2266.31,190.6
2277.12,190.8
2289.02,191
2301.98,192
2305.2,192.2
2319.54,193.2
2333.46,194.2
2344.73,195.2
2358.81,196
2371.02,196.4
2391.76,196.8
2401.09,196.8
2421.28,196.4
2442.75,196
2452.02,195.6
2464.41,195.4
2470.54,195.2
2476.85,195.2
2486.26,195
2507.47,194.6
2514.01,194.8
2534.37,195.2
2534.37,195.4
2550.84,196
2559.72,196.4
2580.89,197
2587.04,197
2599.22,197.4
2620.92,197.4
2642.25,197.6
2645.4,197.6
2667.06,197.4
2673.28,197.2
2695.39,197.2
2701.72,197.2
2722.43,197
2725.28,197
2735.53,197
2738.49,197
2760.59,197.8
2763.41,198
2765.6,198.4
2788.28,199.2
2791.77,199.2
2803.95,199.6
2812.59,200
2824.27,200.6
2842.37,201.2
2859.63,201.6
2872.84,201.8
2894.24,201.6
2897.3,201.6
2919.22,201.4
2941.17,200.6
2953.53,200
2972.25,199.8
2982.04,199.8
2993.82,199.6
3003.03,199.6
3009.18,199.6
3029.4,200.2
3038.83,200.6
3049.77,201
3074.99,201
3080.22,201
3101.73,201
3120.82,201.2
3132.96,201.4
3136.12,201.4
3154.11,201.4
3177.15,201.6
3180.01,201.6
3200.54,201.6
3206.1,201.4
3214.29,201.4
3216.99,201.4
3237.31,201.8
3248.62,202
3251.22,202
3256.57,202
3259.32,202
3259.32,200.8
3259.32,200.8
3259.32,201
3259.84,201.2
3263.84,201.4
3267.64,201.6
3275.09,201.8
3285.57,202.2
3288.9,202.2
3304.45,202.6
3309.84,202.8
3309.84,202.8
3331.66,203
3344.07,203.6
3350.25,203.8
3362.05,203.8
3383,204
3403.9,204.2
3410.76,204.4
3416.8,204.8
3438.18,205.2
3458.36,205.8
3461.34,206
3470.63,206.4
3482.41,206.4
3507.38,206.8
3513.96,206.8
3534.85,207.6
3538.08,207.6
3561.98,207.8
3567.99,208
3589.53,208.2
3598.13,208.6
3607.46,209
3618.55,209.6
3633.91,210
3639.88,210.2
3654.6,211
3657.67,211.2
3675.58,211.8
3683.72,212.2
3695.45,213
3701.47,213.2
3722.7,214
3728.28,214.4
3731.11,214.6
3743.06,215.4
3764.35,216.4
3778.63,217.2
3782.1,217.6
3787.32,217.6
3807.11,218.8
3819.09,219.4
3821.51,219.8
3824.37,220
3844.46,221
3847.11,221.2
3857.5,222
3868.54,222.8
3873.66,223.2
3886.3,224.4
3889.29,224.6
3896.67,225.4
3907.68,226.2
3910.95,226.6
3914.13,227
3933.21,227.6
3935.26,228
3945.44,228.4
3950.6,228.8
3956.84,229
3967.28,229.4
3989,229.8
3991.3,230
3995.12,230
4000.32,230.4
4008.98,230.4
4017.09,230.2
4039.76,229.4
4049.22,229
4055.65,228.8
4067.81,227.8
4073.66,227.4
4082.54,226.8
4097.63,225.6
4109.58,224.6
4112.72,224
4121.8,223.2
4133.5,222
4145.67,221
4148.9,220.6
4154.84,220
4161.42,219.8
4174.2,219.8
4194.23,220.2
4214.46,221.6
4217.1,221.8
4237.98,222.4
4241.18,222.6
4250.49,222.6
4268.62,222.8
4276.68,222.8
4279.17,222.8
4282.03,222.8
4287.87,222.8
4309.56,223
4324.44,223.4
4327.39,223.4
4333.36,223.8
4350.61,224.6
4356.44,224.8
4377.13,226
4379.98,226.2
4387.97,227
4396.26,227.6
4402.12,228.2
4413.22,229
4416.11,229.2
4430.19,230.2
4433.19,230.4
4444.9,231
4447.8,231
4462.48,231.4
4476.73,231.6
4491.02,232.2
4493.71,232.4
4505.22,233.4
4511.32,233.6
4532.46,234.4
4540.59,234.8
4544.98,235
4553.23,235.4
4561.65,235.8
4576.46,236
4579.49,236.2
4594.85,236.6
4600.51,236.8
4617.11,237.4
4637.7,237.4
4646.95,237.6
4667.82,237.8
4687.29,238
4692.76,238.2
4715.12,239
4718.02,239
4736.41,239.8
4739.17,240
4761.73,241
4764.66,241.2
4782.11,242.2
4787.55,242.4
4803.51,243.2
4809.84,243.6
4825.18,244
4828.02,244.4
4833.56,244.6
4844.65,245.4
4861.62,246
4880.66,246
4899.97,244.4
4902.9,244.2
4918.51,244.4
4932.79,244.8
4939.39,244.6
4961.53,243.8
4983.08,243.8
4986.19,243.8
5002.62,243.2
5011.78,243
5031.31,244.2
5039.94,244.8
5053.74,245.4
5061.59,246.2
5067.02,246.6
5072.26,247
5086.35,247.6
5091.98,247.8
5100.49,248.6
5103.28,248.8
5112.15,249.4
5118.2,249.8
5129.44,251
5149.12,252
5151.78,252.2
5167.15,253
5178.7,254
5184.84,254.2
5205.92,255.2
5208.96,255.2
5229.49,255.8
5229.49,255.8
5247.76,256
5260,255.8
5282.54,255.2
5291.57,254.8
5303.39,254.4
5309.14,254.6
5318.59,254.6
5337.27,254
5343.21,253.8
5352.8,253.4
5372.16,253
5375.5,252.8
5397.83,252.2
5407.32,252
5422.87,251.8
5444.57,251.8
5450.63,251.8
5472.1,251.6
5474.8,251.6
5496.31,251.6
5496.31,251.6
5514.86,252
5536.29,251.6
5557.34,251.8
5560.38,251.8
5575.5,252.4
5587.49,252.8
5593.6,253
5614.85,253.6
5617.78,253.6
5638.38,254.2
5644.05,254.6
5655.35,255.2
5660.69,255.4
5669.65,255.6
5687.2,256.4
5690.02,256.6
5700.81,257.4
5715.4,258.4
5721.53,258.6
5736.33,259.2
5749.08,259.6
5760.97,259.6
5781.89,259.6
5784.75,259.6
5805.18,259.4
5810.91,259.6
5831.18,260
5837.02,260
5857.7,260
5872.54,260
5885.02,259.2
5897.93,258.6
5900.96,258.6
5907.03,258.2
5919.41,257.4
5934.61,256.8
5956.12,256.4
5959.34,256.4
5981.5,255.6
5984.49,255.4
5987.72,255.2
6000.58,254.4
6000.58,254.4
6016.41,254.2
6038.1,254.6
6044.25,254.4
6066.59,254
6088.67,254
6094.52,254
6113.49,254.2
6131.65,255.4
6136.81,255.6
6145.29,256.4
6158.67,257.4
6167.47,258.2
6173.69,258.6
6191.08,258.4
6208.02,257.4
6214.13,257.4
6232.11,256.8
6247.93,256.8
6268.62,257.2
6271.37,257.2
6289.16,258.4
6289.16,258.8
6305.35,259.6
6313.76,260.4
6316.49,260.6
6327.57,261.6
6330.12,261.8
6340.25,262.8
6348.46,263.4
6351.28,263.8
6365.62,265
6376.6,265.6
6376.6,266
6388.08,266.6
6396.66,267
6408.73,267.8
6414.42,268.2
6429.1,269.2
6431.91,269.4
6449.48,270.2
6461.47,270.4
6476.35,270.2
6479.08,270.4
6489.46,270.2
6498.25,270.4
6517.06,269.8
6520.3,270
6542.29,269.6
6545.34,269.4
6554.24,269.2
6569.54,269.2
6585.84,268.6
6595.77,268.2
6601.91,268
6608.47,267.8
6614.5,267.6
6624.85,267.4
6631.46,266.8
6634.68,266.6
6638.06,266.4
6641.13,266.4
6650.21,265.8
6672.05,265.2
6693.25,264.6
6696.39,264.4
6718.98,264.2
6740.59,264.4
6752.91,264.6
6765.37,264.8
6777.43,265
6787.14,265
6804.76,265.6
6811.27,266
6832.33,266.6
6835.34,266.6
6850.6,267.4
6859.78,267.8
6865.88,268.2
6880.19,269
6883.26,269
6898.38,269.6
6901.51,270
6904.77,270.2
6917.84,271.2
6930.1,271.8
6936.5,272.4
6944.84,273.4
6955.94,273.6
6961.54,273.8
6969.49,274.2
6977.18,274.4
6979.74,274.6
6996.1,275.6
6998.89,275.6
7010.16,276
7012.98,276.2
7024.46,276.4
7030.21,276.6
7044.01,277.6
7055.09,278.8
7074.28,279.8
7089.08,280.6
7097.83,281
7100.74,281
7115.91,281.4
7127.58,281.4
7148.25,281.6
7151,281.4
7159.59,281.6
7179.7,281.8
7194.04,281.8
7197.13,282
7206.65,282
7212.44,282
7215.45,282.2
7237.83,282.4
7240.91,282.4
7246.86,282.2
7252.55,282
7252.55,282
7252.55,282.2
7252.55,282.2
7257.1,282
7269,282
7280.76,282.2
7284.92,282.4
7302.08,282.4
7322.28,281.8
7332.62,281.8
7352.56,281.6
7362.17,281.8
7371.25,282
7391.9,282.6
7400.66,282.8
7410.82,283
7420.05,283.2
7426,283.4
7441.32,284
7453.06,284.2
7464.73,284.4
7470.72,284.6
7476.62,285
7492.56,286.2
7495.21,286.4
7502.76,287.2
7519.72,288.2
7523.53,288.4
7535.2,289.4
7552.57,290.6
7564.18,290.6
7566.92,290.6
7581.94,291.2
7603.61,291.2
7625.37,291
7638.84,291.2
7641.38,291.8
7662.52,292.8
7666.31,292.8
7666.31,292.8
7691.33,293.6
7704.06,293.8
7706.9,293.8
7729.32,293.2
7740.18,293
7758.76,292.8
7771.46,293.2
7789.78,293.8
7796.26,294.6
7800.97,295.2
7814.84,296.2
7832.12,296.4
7840.53,296.4
7855.1,297
7855.1,297.2
7875.91,297.8
7896.57,298.2
7908.28,298.4
7916.4,299.4
7921.24,299.8
7940.65,300.6
7945.64,301
7954.85,301.6
7963.25,302.2
7971.72,302.6
7991.98,303.6
7994.92,303.8
8000.24,304
8022.54,304.4
8031.8,304.4
8051.81,304
8055.03,304
8075.67,304.4
8079.35,304.8
8082.61,305.2
8103.54,305.2
8113.45,305
8134.24,305.2
8140.67,305.4
8162.66,305
8165.77,305
8186.94,305
8195.35,305.2
8203.86,305.8
8214.26,307
8229.47,308
8252.59,307.4
8262.1,306.8
8269.59,306
8273.1,305.6
8286.88,304.6
8297.4,303.8
8304.63,303.6
8321.98,302.4
8328.36,302.4
8349.05,301.4
8365.86,301.4
8385.96,302.2
8404.45,302.6
8424.8,303.4
8430.72,303.6
8434.3,303.8
8453.52,304.4
8458.99,304.6
8464.28,304.8
8471.83,304.6
8478.28,304.6
8499.04,304
8510.37,304
8531.96,304.4
8534.66,304.6
8543,304.6
8553.86,304.8
8573.52,305.4
8596.18,304.8
8613.27,303.4
8622.5,302.4
8636.06,301.2
8645.57,300.2
8651.54,300
8664.03,299
8667.2,299
8676.27,298
8682.6,297.4
8688.65,296.6
8698.57,295.6
8701.9,295.4
8711.87,294.6
8717.39,294.2
8726.68,293.6
8728.58,293.2
8728.58,293.2
8745.87,293.6
8745.87,293.8
8756.19,293.8
8766.11,293.6
8773.85,293.6
8793.88,293.8
8807.43,293.2
8828.16,292.4
8831.41,292.2
8835.2,292.2
8854.57,291.2
8874.95,290.2
8890.14,289
8896.31,288.6
8909.49,288
8921.47,287.2
8927.79,286.8
8941.66,285.6
8951.3,285
8954.19,284.8
8957.29,284.6
8963.53,284.2
8970.16,283.6
8983.59,282.4
8998.07,281
9001.53,281
9008.69,280.6
9018.13,280
9023.85,280
9033.65,280.4
9041.75,281
9050.86,282.2
9054.1,282.4
9060.54,282.6
9066.58,283.4
9075.7,284.2
9084.23,284.8
9090.05,285.2
9099.08,285.8
9117.04,286.6
9120.3,286.8
9123.59,286.8
9132.57,287.2
9153.62,287.6
9163.21,287.8
9172.35,287.8
9194.24,286.6
9201.18,286.4
9207.1,285.4
9221.93,284.8
9221.93,284.2
9234.41,283.2
9247.6,282.4
9250.44,282.2
9253.51,281.8
9253.51,281.6
9259.12,281.4
9280.88,281.2
9283.96,281
9287.11,281
9297,280.8
9310.19,279.8
9326.14,278.8
9343.08,277.6
9365.86,276.6
9381.31,276
9399.83,275.4
9419.54,274.4
9425.86,274.2
9445.04,273.4
9457.11,272.8
9483.3,272.4
9486.55,272.4
9508.5,272.2
9514.32,272.2
9536.13,272.6
9539.29,272.6
9544.59,272.8
9550.38,272.8
9558.46,273.2
9560.95,273.4
9563.63,273.4
9569.16,273.6
9577.12,273.6
9582.32,273.8
9588.16,274.6
9593.7,275.4
9596.21,275.6
9605.93,276.8
9610.93,277
9619.32,277.6
9628.7,277.8
9631.47,278.6
9634.14,279.8
9647.81,281
9652.91,281.4
9660.75,282.2
9673.38,283.4
9693.91,284.6
9702.76,284.2
9723.47,284.4
9738.72,284.6
9760.09,283.8
9763.03,283.8
9772.49,283.8
9775.62,283.8
9781.33,283.6
9784.23,283.4
9796.36,283.2
9812.28,283.2
9818.77,282
9821.8,281.6
9828.1,280.8
9850.11,280.2
9856.64,279.8
9863.74,278.8
9873.33,277.8
9883.65,276.6
9890.47,276.2
9897.1,275.6
9910.49,274.4
9920.44,273.4
9930.39,272.2
9934.03,271.6
9938.35,271
9951.65,269.8
9962.22,268.8
9976.01,268
9983.19,267.6
9997.06,266.4
10007.8,264.8
10014.9,264
10018.3,263.4
10025.4,262
10036.1,260.8
10039.5,260.6
10054.1,259.6
10069.2,259
10076.9,258.8
10080.9,258.2
10087.6,258.2
10107.5,257.2
10119,256.6
10136.8,256
10147.9,255
10151.2,254.6
10166.8,254.6
10187,254.4
10208.6,254
10211.7,253.8
10232.1,253.4
10235.3,253.4
10254.4,253.2
10260,253.2
10275.2,253.4
10280.8,253.4
10282.9,253.4
10285.2,253.4
10292.1,253.2
10296.1,253
10301.9,252.8
10317.1,252
10331.7,251.8
10338.1,251.8
10344.5,251.2
